gene	description
PGPEP1	pyroglutamyl-peptidase I%2C transcript variant X4;transcript_id=XM_045852918.1
PGPEP1	pyroglutamyl-peptidase I%2C transcript variant X2;transcript_id=XM_045852916.1
GDF15	growth differentiation factor 15;transcript_id=XM_045853267.1
LRRC25	leucine rich repeat containing 25%2C transcript variant X2;transcript_id=XM_045853186.1
LRRC25	leucine rich repeat containing 25%2C transcript variant X3;transcript_id=XM_045853188.1
LRRC25	leucine rich repeat containing 25%2C transcript variant X1;transcript_id=XM_045853185.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X1;transcript_id=XM_045853170.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X2;transcript_id=XM_045853171.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X6;transcript_id=XM_045853176.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X4;transcript_id=XM_045853174.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X7;transcript_id=XM_045853177.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X5;transcript_id=XM_045853175.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X8;transcript_id=XM_045853178.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X9;transcript_id=XM_045853179.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X3;transcript_id=XM_045853172.1
SSBP4	single stranded DNA binding protein 4%2C transcript variant X10;transcript_id=XM_045853180.1
ISYNA1	inositol-3-phosphate synthase 1;transcript_id=XM_045853169.1
ELL	elongation factor for RNA polymerase II;transcript_id=XM_045853377.1
FKBP8	FKBP prolyl isomerase 8%2C transcript variant X3;transcript_id=XM_045853543.1
FKBP8	FKBP prolyl isomerase 8%2C transcript variant X5;transcript_id=XM_045853545.1
FKBP8	FKBP prolyl isomerase 8%2C transcript variant X4;transcript_id=XM_045853544.1
FKBP8	FKBP prolyl isomerase 8%2C transcript variant X2;transcript_id=XM_045853542.1
FKBP8	FKBP prolyl isomerase 8%2C transcript variant X1;transcript_id=XM_045853541.1
KXD1	KxDL motif containing 1%2C transcript variant X2;transcript_id=XM_045853279.1
KXD1	KxDL motif containing 1%2C transcript variant X3;transcript_id=XM_045853280.1
KXD1	KxDL motif containing 1%2C transcript variant X1;transcript_id=XM_045853278.1
KXD1	KxDL motif containing 1%2C transcript variant X4;transcript_id=XM_045853281.1
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1%2C transcript variant X2;transcript_id=XM_045853283.1
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1%2C transcript variant X5;transcript_id=XM_045853286.1
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1%2C transcript variant X4;transcript_id=XM_045853285.1
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1%2C transcript variant X1;transcript_id=XM_045853282.1
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1%2C transcript variant X3;transcript_id=XM_045853284.1
REX1BD	required for excision 1-B domain containing;transcript_id=XM_045853632.1
CRLF1	cytokine receptor like factor 1%2C transcript variant X2;transcript_id=XM_045853197.1
CRLF1	cytokine receptor like factor 1%2C transcript variant X1;transcript_id=XM_045853195.1
TMEM59L	transmembrane protein 59 like;transcript_id=XM_045853260.1
KLHL26	kelch like family member 26%2C transcript variant X1;transcript_id=XM_045853616.1
KLHL26	kelch like family member 26%2C transcript variant X2;transcript_id=XM_045853617.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X1;transcript_id=XM_045853609.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X3;transcript_id=XM_045853611.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X4;transcript_id=XM_045853612.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X5;transcript_id=XM_045853613.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X2;transcript_id=XM_045853610.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X7;transcript_id=XM_045853615.1
CRTC1	CREB regulated transcription coactivator 1%2C transcript variant X6;transcript_id=XM_045853614.1
LOC123828346	cartilage oligomeric matrix protein;transcript_id=XM_045853226.1
UPF1	UPF1 RNA helicase and ATPase%2C transcript variant X1;transcript_id=XM_045852962.1
UPF1	UPF1 RNA helicase and ATPase%2C transcript variant X2;transcript_id=XM_045852963.1
GDF1	growth differentiation factor 1;transcript_id=XM_045853568.1
CERS1	ceramide synthase 1;transcript_id=XM_045853570.1
COPE	COPI coat complex subunit epsilon;transcript_id=XM_045853355.1
DDX49	DEAD-box helicase 49;transcript_id=XM_045853293.1
HOMER3	homer scaffold protein 3%2C transcript variant X2;transcript_id=XM_045853296.1
HOMER3	homer scaffold protein 3%2C transcript variant X1;transcript_id=XM_045853295.1
HOMER3	homer scaffold protein 3%2C transcript variant X4;transcript_id=XM_045853298.1
HOMER3	homer scaffold protein 3%2C transcript variant X3;transcript_id=XM_045853297.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X7;transcript_id=XR_006787467.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X6;transcript_id=XR_006787466.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X5;transcript_id=XM_045853509.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X3;transcript_id=XM_045853507.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X2;transcript_id=XM_045853505.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X1;transcript_id=XM_045853504.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X8;transcript_id=XM_045853510.1
SUGP2	SURP and G-patch domain containing 2%2C transcript variant X4;transcript_id=XM_045853508.1
ARMC6	armadillo repeat containing 6%2C transcript variant X2;transcript_id=XM_045853512.1
ARMC6	armadillo repeat containing 6%2C transcript variant X1;transcript_id=XM_045853511.1
ARMC6	armadillo repeat containing 6%2C transcript variant X3;transcript_id=XM_045853513.1
SLC25A42	solute carrier family 25 member 42;transcript_id=XM_045853370.1
TMEM161A	transmembrane protein 161A;transcript_id=XM_045853572.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X2;transcript_id=XM_045852944.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X7;transcript_id=XM_045852950.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X5;transcript_id=XM_045852948.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X6;transcript_id=XM_045852949.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X3;transcript_id=XM_045852945.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X1;transcript_id=XM_045852943.1
LOC123828216	myocyte-specific enhancer factor 2B-like%2C transcript variant X4;transcript_id=XM_045852947.1
BORCS8	BLOC-1 related complex subunit 8%2C transcript variant X4;transcript_id=XM_045852960.1
BORCS8	BLOC-1 related complex subunit 8%2C transcript variant X3;transcript_id=XM_045852959.1
BORCS8	BLOC-1 related complex subunit 8%2C transcript variant X2;transcript_id=XM_045852958.1
BORCS8	BLOC-1 related complex subunit 8%2C transcript variant X1;transcript_id=XM_045852957.1
RFXANK	regulatory factor X associated ankyrin containing protein%2C transcript variant X3;transcript_id=XM_045852953.1
RFXANK	regulatory factor X associated ankyrin containing protein%2C transcript variant X2;transcript_id=XM_045852952.1
RFXANK	regulatory factor X associated ankyrin containing protein%2C transcript variant X1;transcript_id=XM_045852951.1
LOC123828219	nuclear receptor 2C2 associated protein%2C transcript variant X1;transcript_id=XM_045852954.1
LOC123828219	nuclear receptor 2C2 associated protein%2C transcript variant X2;transcript_id=XM_045852955.1
LOC123828219	nuclear receptor 2C2 associated protein%2C transcript variant X3;transcript_id=XM_045852956.1
NCAN	neurocan%2C transcript variant X5;transcript_id=XM_045853688.1
NCAN	neurocan%2C transcript variant X1;transcript_id=XM_045853683.1
NCAN	neurocan%2C transcript variant X3;transcript_id=XM_045853685.1
NCAN	neurocan%2C transcript variant X6;transcript_id=XM_045853689.1
NCAN	neurocan%2C transcript variant X7;transcript_id=XM_045853690.1
NCAN	neurocan%2C transcript variant X4;transcript_id=XM_045853686.1
NCAN	neurocan%2C transcript variant X8;transcript_id=XM_045853691.1
NCAN	neurocan%2C transcript variant X2;transcript_id=XM_045853684.1
HAPLN4	hyaluronan and proteoglycan link protein 4%2C transcript variant X2;transcript_id=XM_045853555.1
HAPLN4	hyaluronan and proteoglycan link protein 4%2C transcript variant X1;transcript_id=XM_045853554.1
TM6SF2	transmembrane 6 superfamily member 2;transcript_id=XM_045853303.1
SUGP1	SURP and G-patch domain containing 1%2C transcript variant X2;transcript_id=XM_045852816.1
SUGP1	SURP and G-patch domain containing 1%2C transcript variant X1;transcript_id=XM_045852815.1
MAU2	MAU2 sister chromatid cohesion factor%2C transcript variant X3;transcript_id=XR_006787435.1
MAU2	MAU2 sister chromatid cohesion factor%2C transcript variant X1;transcript_id=XM_045852813.1
MAU2	MAU2 sister chromatid cohesion factor%2C transcript variant X2;transcript_id=XM_045852814.1
GATAD2A	GATA zinc finger domain containing 2A%2C transcript variant X2;transcript_id=XM_045853201.1
GATAD2A	GATA zinc finger domain containing 2A%2C transcript variant X3;transcript_id=XM_045853202.1
GATAD2A	GATA zinc finger domain containing 2A%2C transcript variant X1;transcript_id=XM_045853200.1
GATAD2A	GATA zinc finger domain containing 2A%2C transcript variant X4;transcript_id=XM_045853203.1
TSSK6	testis specific serine kinase 6;transcript_id=XM_045853300.1
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13;transcript_id=XM_045853302.1
YJEFN3	YjeF N-terminal domain containing 3;transcript_id=XM_045853301.1
CILP2	cartilage intermediate layer protein 2;transcript_id=XM_045853432.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X5;transcript_id=XM_045853708.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X1;transcript_id=XM_045853704.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X3;transcript_id=XM_045853706.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X6;transcript_id=XM_045853709.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X7;transcript_id=XM_045853710.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X4;transcript_id=XM_045853707.1
LPAR2	lysophosphatidic acid receptor 2%2C transcript variant X2;transcript_id=XM_045853705.1
LOC123828493	GEM interacting protein;transcript_id=XM_045853531.1
ATP13A1	ATPase 13A1%2C transcript variant X1;transcript_id=XM_045853378.1
ATP13A1	ATPase 13A1%2C transcript variant X2;transcript_id=XM_045853379.1
LPL	lipoprotein lipase;transcript_id=XM_045853250.1
SLC18A1	solute carrier family 18 member A1%2C transcript variant X2;transcript_id=XM_045853288.1
SLC18A1	solute carrier family 18 member A1%2C transcript variant X1;transcript_id=XM_045853287.1
ATP6V1B2	ATPase H+ transporting V1 subunit B2;transcript_id=XM_045853143.1
LZTS1	leucine zipper tumor suppressor 1;transcript_id=XM_045853552.1
LOC123828584	cyclin-dependent kinase 16-like;transcript_id=XM_045853633.1
LOC123828633	U6 spliceosomal RNA;transcript_id=XR_006787479.1
LOC123828509	uncharacterized LOC123828509;transcript_id=XR_006787471.1
GFRA2	GDNF family receptor alpha 2%2C transcript variant X2;transcript_id=XM_045853517.1
GFRA2	GDNF family receptor alpha 2%2C transcript variant X4;transcript_id=XM_045853519.1
GFRA2	GDNF family receptor alpha 2%2C transcript variant X5;transcript_id=XM_045853521.1
GFRA2	GDNF family receptor alpha 2%2C transcript variant X1;transcript_id=XM_045853516.1
GFRA2	GDNF family receptor alpha 2%2C transcript variant X3;transcript_id=XM_045853518.1
DOK2	docking protein 2;transcript_id=XM_045853154.1
XPO7	exportin 7%2C transcript variant X1;transcript_id=XM_045853139.1
XPO7	exportin 7%2C transcript variant X2;transcript_id=XM_045853140.1
NPM2	nucleophosmin/nucleoplasmin 2;transcript_id=XM_045853524.1
FGF17	fibroblast growth factor 17%2C transcript variant X1;transcript_id=XM_045853465.1
FGF17	fibroblast growth factor 17%2C transcript variant X2;transcript_id=XM_045853466.1
DMTN	dematin actin binding protein%2C transcript variant X1;transcript_id=XM_045853433.1
DMTN	dematin actin binding protein%2C transcript variant X5;transcript_id=XM_045853437.1
DMTN	dematin actin binding protein%2C transcript variant X4;transcript_id=XM_045853436.1
DMTN	dematin actin binding protein%2C transcript variant X7;transcript_id=XM_045853439.1
DMTN	dematin actin binding protein%2C transcript variant X6;transcript_id=XM_045853438.1
DMTN	dematin actin binding protein%2C transcript variant X9;transcript_id=XM_045853441.1
DMTN	dematin actin binding protein%2C transcript variant X8;transcript_id=XM_045853440.1
DMTN	dematin actin binding protein%2C transcript variant X10;transcript_id=XM_045853442.1
DMTN	dematin actin binding protein%2C transcript variant X2;transcript_id=XM_045853434.1
DMTN	dematin actin binding protein%2C transcript variant X3;transcript_id=XM_045853435.1
FHIP2B	FHF complex subunit HOOK interacting protein 2B%2C transcript variant X2;transcript_id=XR_006787463.1
FHIP2B	FHF complex subunit HOOK interacting protein 2B%2C transcript variant X1;transcript_id=XM_045853371.1
NUDT18	nudix hydrolase 18;transcript_id=XM_045853209.1
HR	HR lysine demethylase and nuclear receptor corepressor%2C transcript variant X1;transcript_id=XM_045853210.1
HR	HR lysine demethylase and nuclear receptor corepressor%2C transcript variant X3;transcript_id=XM_045853212.1
HR	HR lysine demethylase and nuclear receptor corepressor%2C transcript variant X2;transcript_id=XM_045853211.1
HRURF	HR upstream open reading frame%2C transcript variant X1;transcript_id=XM_045853214.1
HRURF	HR upstream open reading frame%2C transcript variant X2;transcript_id=XM_045853215.1
HRURF	HR upstream open reading frame%2C transcript variant X4;transcript_id=XM_045853217.1
HRURF	HR upstream open reading frame%2C transcript variant X3;transcript_id=XM_045853216.1
REEP4	receptor accessory protein 4;transcript_id=XM_045853645.1
LGI3	leucine rich repeat LGI family member 3;transcript_id=XM_045853227.1
SFTPC	surfactant protein C%2C transcript variant X2;transcript_id=XM_045853429.1
SFTPC	surfactant protein C%2C transcript variant X1;transcript_id=XM_045853428.1
SFTPC	surfactant protein C%2C transcript variant X3;transcript_id=XM_045853430.1
BMP1	bone morphogenetic protein 1%2C transcript variant X1;transcript_id=XM_045853049.1
BMP1	bone morphogenetic protein 1%2C transcript variant X3;transcript_id=XM_045853051.1
BMP1	bone morphogenetic protein 1%2C transcript variant X2;transcript_id=XM_045853050.1
LOC123828592	phytanoyl-CoA 2-hydroxylase interacting protein;transcript_id=XM_045853639.1
POLR3D	RNA polymerase III subunit D%2C transcript variant X1;transcript_id=XM_045853141.1
POLR3D	RNA polymerase III subunit D%2C transcript variant X2;transcript_id=XM_045853142.1
PIWIL2	piwi like RNA-mediated gene silencing 2%2C transcript variant X1;transcript_id=XM_045852841.1
PIWIL2	piwi like RNA-mediated gene silencing 2%2C transcript variant X2;transcript_id=XM_045852842.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X4;transcript_id=XM_045852847.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X3;transcript_id=XM_045852846.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X1;transcript_id=XM_045852843.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X2;transcript_id=XM_045852845.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X5;transcript_id=XM_045852848.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X6;transcript_id=XM_045852849.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X8;transcript_id=XM_045852851.1
SLC39A14	solute carrier family 39 member 14%2C transcript variant X7;transcript_id=XM_045852850.1
PPP3CC	protein phosphatase 3 catalytic subunit gamma%2C transcript variant X3;transcript_id=XM_045852878.1
PPP3CC	protein phosphatase 3 catalytic subunit gamma%2C transcript variant X1;transcript_id=XM_045852876.1
PPP3CC	protein phosphatase 3 catalytic subunit gamma%2C transcript variant X4;transcript_id=XM_045852879.1
PPP3CC	protein phosphatase 3 catalytic subunit gamma%2C transcript variant X2;transcript_id=XM_045852877.1
