"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","description_Phha","gene_symbol_human","description_human"
"TRIM56",37.5060056406678,0.0364950271146813,0.0673167675497954,0.542138733677092,0.587722937203294,0.950577019595284,FALSE,"tripartite motif containing 56%2C transcript variant X2;transcript_id=XM_045819457.1",NA,NA
"TRIM58",1551.74010197451,0.229241968600789,0.0882765924076463,2.59686019077615,0.00940802087649701,0.409517576807546,FALSE,"tripartite motif containing 58;transcript_id=XM_045850566.1",NA,NA
"TRIM59",148.110400141982,0.0298023538500713,0.0622367647990227,0.478854483299546,0.632042153728946,0.96012487752561,FALSE,"tripartite motif containing 59%2C transcript variant X2;transcript_id=XM_045852042.1",NA,NA
"TRIM62",13.2818630204756,0.0882034517711229,0.0780175829356903,1.13055863117201,0.258240907738932,0.844378018985987,FALSE,"tripartite motif containing 62%2C transcript variant X2;transcript_id=XM_045860013.1",NA,NA
"TRIM63",0.116536924086821,0.0106527922260974,1.27967227113753,0.0083246253485104,0.99335798667462,NA,FALSE,"tripartite motif containing 63%2C transcript variant X2;transcript_id=XM_045860001.1",NA,NA
"TRIM65",19.765730048955,0.00643180630375958,0.0966617010441095,0.0665393453072438,0.946948434076227,0.993861313905854,FALSE,"tripartite motif containing 65%2C transcript variant X2;transcript_id=XM_045836695.1",NA,NA
"TRIM66",1.70650367410842,-0.00408852730215383,0.213509123008274,-0.0191491925241779,0.984722088652383,0.998719767252072,FALSE,"tripartite motif containing 66;transcript_id=XM_045825230.1",NA,NA
"TRIM67",0.138426838984761,-0.167285874718405,0.906005425554934,-0.184641140107899,0.853510515562873,NA,FALSE,"tripartite motif containing 67%2C transcript variant X2;transcript_id=XM_045861726.1",NA,NA
"TRIM68",26.9663831773965,-0.0604801455812747,0.0588411049413696,-1.02785536813998,0.304017866794774,0.870043002473271,FALSE,"tripartite motif containing 68;transcript_id=XM_045818339.1",NA,NA
"TRIM69",68.4126668137972,-0.161055702477285,0.0748559306835018,-2.15154231610912,0.0314334195448536,0.550251184895239,FALSE,"tripartite motif containing 69%2C transcript variant X1;transcript_id=XM_045823804.1",NA,NA
"TRIM7",13.0966893198239,-0.00421310140976483,0.0936462519800531,-0.0449895358402836,0.964115649699887,0.994032035406907,FALSE,"tripartite motif containing 7%2C transcript variant X1;transcript_id=XM_045828241.1",NA,NA
"TRIM71",0.0839607326699122,0.0662615997575992,1.53703035514685,0.0431101438795388,0.965613733171628,NA,FALSE,"tripartite motif containing 71;transcript_id=XM_045856505.1",NA,NA
"TRIM72",2.62075375453841,-0.0114191238590555,0.167302122266679,-0.0682545069025092,0.945583037862018,0.993861313905854,FALSE,"tripartite motif containing 72;transcript_id=XM_045849249.1",NA,NA
"TRIM8",269.474488314848,0.0147885678524168,0.0409819514052199,0.360855629010704,0.718207374655739,0.973289595709021,FALSE,"tripartite motif containing 8;transcript_id=XM_045854211.1",NA,NA
"TRIM9",7.06865723402939,-0.148767910880999,0.124793347218568,-1.19211411663188,0.233216502509763,0.828053876553755,FALSE,"tripartite motif containing 9%2C transcript variant X4;transcript_id=XM_045823582.1",NA,NA
"TRIO",117.43899957625,0.122322573867371,0.0467858587600408,2.61452022276109,0.0089352870767779,0.405895397629781,FALSE,"trio Rho guanine nucleotide exchange factor%2C transcript variant X1;transcript_id=XM_045848128.1",NA,NA
"TRIP10",5.56975043033973,0.148858333458121,0.130870986353471,1.13744335246368,0.25535299288398,0.843071969080586,FALSE,"thyroid hormone receptor interactor 10%2C transcript variant X4;transcript_id=XM_045831171.1",NA,NA
"TRIP11",232.15307861674,0.0234534566110344,0.0333089807644922,0.704118110874053,0.481359222327838,0.933386889071215,FALSE,"thyroid hormone receptor interactor 11%2C transcript variant X1;transcript_id=XM_045822009.1",NA,NA
"TRIP12",1737.1507773004,0.0282835775764165,0.0339744472235256,0.832495592653279,0.405129264876506,0.904021288029967,FALSE,"thyroid hormone receptor interactor 12%2C transcript variant X3;transcript_id=XM_045853306.1",NA,NA
"TRIP13",71.8441078917457,0.0710520399712264,0.105691006344623,0.672261930589905,0.501416960911865,0.935904211635759,FALSE,"thyroid hormone receptor interactor 13;transcript_id=XM_045848081.1",NA,NA
"TRIP4",312.569648840071,0.0254120489282197,0.0706133758291065,0.359875853970218,0.718939974672718,0.973289595709021,FALSE,"thyroid hormone receptor interactor 4%2C transcript variant X2;transcript_id=XM_045823616.1",NA,NA
"TRIP6",21.8586258741076,-0.0940488664290566,0.0814964177482099,-1.15402454522147,0.248490106043873,0.840593345436191,FALSE,"thyroid hormone receptor interactor 6;transcript_id=XM_045819451.1",NA,NA
"TRIQK",32.3462401890237,0.0653068350776188,0.0672444087233405,0.971186100338939,0.331455614232284,0.881960126119032,FALSE,"triple QxxK/R motif containing%2C transcript variant X13;transcript_id=XM_045861614.1",NA,NA
"TRIR",743.964511483233,0.0281753813517572,0.0557055310334357,0.505791450670234,0.613003060852547,0.953826705842816,FALSE,"telomerase RNA component interacting RNase%2C transcript variant X2;transcript_id=XM_045853699.1",NA,NA
"TRIT1",29.5459865888268,-0.0534636349441171,0.067092520072718,-0.796864313431225,0.425529838633513,0.91302300602632,FALSE,"tRNA isopentenyltransferase 1%2C transcript variant X1;transcript_id=XM_045860036.1",NA,NA
"TRMO",17.2786146924991,-0.165196238798985,0.0665837421831946,-2.48102965352223,0.0131003474228971,0.43816604499858,FALSE,"tRNA methyltransferase O%2C transcript variant X2;transcript_id=XM_045841019.1",NA,NA
"TRMT1",19.5990764781702,-0.0463069636660203,0.0615813117433378,-0.75196455475033,0.452072374814722,0.925138723325938,FALSE,"tRNA methyltransferase 1%2C transcript variant X4;transcript_id=XM_045852936.1",NA,NA
